Test File,Rules,Lits,Run,Report,Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
synth_L008_r001000.in,1000,8000,3,wall,100.0,498421940,1,,,,,,total
synth_L008_r001000.in,1000,8000,3,nvtx_pushpop_sum,74.2,284097,1,284097.0,284097.0,284097,284097,0.0,:fixpoint
synth_L008_r001000.in,1000,8000,3,nvtx_pushpop_sum,25.8,98891,1,98891.0,98891.0,98891,98891,0.0,:build_reverse_tables
synth_L008_r001000.in,1000,8000,3,nvtx_sum,74.2,284097,1,284097.0,284097.0,284097,284097,0.0,PushPop,:fixpoint
synth_L008_r001000.in,1000,8000,3,nvtx_sum,25.8,98891,1,98891.0,98891.0,98891,98891,0.0,PushPop,:build_reverse_tables
synth_L008_r001000.in,1000,8000,3,cuda_gpu_kern_sum,86.5,68896,1,68896.0,68896.0,68896,68896,0.0,"kernel(int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, int *, int *, int *, int, int *, int *, int *)"
synth_L008_r001000.in,1000,8000,3,cuda_gpu_kern_sum,13.5,10720,1,10720.0,10720.0,10720,10720,0.0,"init_sums_kernel(const int *, const int *, const int *, const int *, int *, int *, int *, int)"
synth_L008_r002000.in,2000,16000,1,wall,100.0,436751695,1,,,,,,total
synth_L008_r002000.in,2000,16000,1,nvtx_pushpop_sum,63.9,317290,1,317290.0,317290.0,317290,317290,0.0,:fixpoint
synth_L008_r002000.in,2000,16000,1,nvtx_pushpop_sum,36.1,179268,1,179268.0,179268.0,179268,179268,0.0,:build_reverse_tables
synth_L008_r002000.in,2000,16000,1,nvtx_sum,63.9,317290,1,317290.0,317290.0,317290,317290,0.0,PushPop,:fixpoint
synth_L008_r002000.in,2000,16000,1,nvtx_sum,36.1,179268,1,179268.0,179268.0,179268,179268,0.0,PushPop,:build_reverse_tables
synth_L008_r002000.in,2000,16000,1,cuda_gpu_kern_sum,84.6,104768,1,104768.0,104768.0,104768,104768,0.0,"kernel(int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, int *, int *, int *, int, int *, int *, int *)"
synth_L008_r002000.in,2000,16000,1,cuda_gpu_kern_sum,15.4,19104,1,19104.0,19104.0,19104,19104,0.0,"init_sums_kernel(const int *, const int *, const int *, const int *, int *, int *, int *, int)"
synth_L008_r002000.in,2000,16000,2,wall,100.0,508799561,1,,,,,,total
synth_L008_r002000.in,2000,16000,2,nvtx_pushpop_sum,63.8,310541,1,310541.0,310541.0,310541,310541,0.0,:fixpoint
synth_L008_r002000.in,2000,16000,2,nvtx_pushpop_sum,36.2,176539,1,176539.0,176539.0,176539,176539,0.0,:build_reverse_tables
synth_L008_r002000.in,2000,16000,2,nvtx_sum,63.8,310541,1,310541.0,310541.0,310541,310541,0.0,PushPop,:fixpoint
synth_L008_r002000.in,2000,16000,2,nvtx_sum,36.2,176539,1,176539.0,176539.0,176539,176539,0.0,PushPop,:build_reverse_tables
