Test File,Rules,Lits,Run,Report,Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
synth_L008_r008000.in,8000,64000,3,nvtx_pushpop_sum,100.0,188385,1,188385.0,188385.0,188385,188385,0.0,:fixpoint
synth_L008_r008000.in,8000,64000,3,nvtx_sum,100.0,188385,1,188385.0,188385.0,188385,188385,0.0,PushPop,:fixpoint
synth_L008_r008000.in,8000,64000,3,cuda_gpu_kern_sum,100.0,28992,1,28992.0,28992.0,28992,28992,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L200_r000500.in,500,100000,1,wall,100.0,449035516,1,,,,,,total
synth_L200_r000500.in,500,100000,1,nvtx_pushpop_sum,100.0,205905,1,205905.0,205905.0,205905,205905,0.0,:fixpoint
synth_L200_r000500.in,500,100000,1,nvtx_sum,100.0,205905,1,205905.0,205905.0,205905,205905,0.0,PushPop,:fixpoint
synth_L200_r000500.in,500,100000,1,cuda_gpu_kern_sum,100.0,41247,1,41247.0,41247.0,41247,41247,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L200_r000500.in,500,100000,2,wall,100.0,532744328,1,,,,,,total
synth_L200_r000500.in,500,100000,2,nvtx_pushpop_sum,100.0,211632,1,211632.0,211632.0,211632,211632,0.0,:fixpoint
synth_L200_r000500.in,500,100000,2,nvtx_sum,100.0,211632,1,211632.0,211632.0,211632,211632,0.0,PushPop,:fixpoint
synth_L200_r000500.in,500,100000,2,cuda_gpu_kern_sum,100.0,41568,1,41568.0,41568.0,41568,41568,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L200_r000500.in,500,100000,3,wall,100.0,517987625,1,,,,,,total
synth_L200_r000500.in,500,100000,3,nvtx_pushpop_sum,100.0,199047,1,199047.0,199047.0,199047,199047,0.0,:fixpoint
synth_L200_r000500.in,500,100000,3,nvtx_sum,100.0,199047,1,199047.0,199047.0,199047,199047,0.0,PushPop,:fixpoint
synth_L200_r000500.in,500,100000,3,cuda_gpu_kern_sum,100.0,41312,1,41312.0,41312.0,41312,41312,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L200_r001000.in,1000,200000,1,wall,100.0,485844452,1,,,,,,total
synth_L200_r001000.in,1000,200000,1,nvtx_pushpop_sum,100.0,276967,1,276967.0,276967.0,276967,276967,0.0,:fixpoint
synth_L200_r001000.in,1000,200000,1,nvtx_sum,100.0,276967,1,276967.0,276967.0,276967,276967,0.0,PushPop,:fixpoint
synth_L200_r001000.in,1000,200000,1,cuda_gpu_kern_sum,100.0,41696,1,41696.0,41696.0,41696,41696,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L200_r001000.in,1000,200000,2,wall,100.0,549014394,1,,,,,,total
synth_L200_r001000.in,1000,200000,2,nvtx_pushpop_sum,100.0,201030,1,201030.0,201030.0,201030,201030,0.0,:fixpoint
synth_L200_r001000.in,1000,200000,2,nvtx_sum,100.0,201030,1,201030.0,201030.0,201030,201030,0.0,PushPop,:fixpoint
synth_L200_r001000.in,1000,200000,2,cuda_gpu_kern_sum,100.0,42176,1,42176.0,42176.0,42176,42176,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L200_r001000.in,1000,200000,3,wall,100.0,551214135,1,,,,,,total
synth_L200_r001000.in,1000,200000,3,nvtx_pushpop_sum,100.0,199055,1,199055.0,199055.0,199055,199055,0.0,:fixpoint
synth_L200_r001000.in,1000,200000,3,nvtx_sum,100.0,199055,1,199055.0,199055.0,199055,199055,0.0,PushPop,:fixpoint
synth_L200_r001000.in,1000,200000,3,cuda_gpu_kern_sum,100.0,41920,1,41920.0,41920.0,41920,41920,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L200_r002000.in,2000,400000,1,wall,100.0,557057276,1,,,,,,total
synth_L200_r002000.in,2000,400000,1,nvtx_pushpop_sum,100.0,217946,1,217946.0,217946.0,217946,217946,0.0,:fixpoint
synth_L200_r002000.in,2000,400000,1,nvtx_sum,100.0,217946,1,217946.0,217946.0,217946,217946,0.0,PushPop,:fixpoint
synth_L200_r002000.in,2000,400000,1,cuda_gpu_kern_sum,100.0,58783,1,58783.0,58783.0,58783,58783,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L200_r002000.in,2000,400000,2,wall,100.0,603575323,1,,,,,,total
synth_L200_r002000.in,2000,400000,2,nvtx_pushpop_sum,100.0,218915,1,218915.0,218915.0,218915,218915,0.0,:fixpoint
synth_L200_r002000.in,2000,400000,2,nvtx_sum,100.0,218915,1,218915.0,218915.0,218915,218915,0.0,PushPop,:fixpoint
synth_L200_r002000.in,2000,400000,2,cuda_gpu_kern_sum,100.0,59167,1,59167.0,59167.0,59167,59167,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L200_r002000.in,2000,400000,3,wall,100.0,610000811,1,,,,,,total
synth_L200_r002000.in,2000,400000,3,nvtx_pushpop_sum,100.0,222920,1,222920.0,222920.0,222920,222920,0.0,:fixpoint
synth_L200_r002000.in,2000,400000,3,nvtx_sum,100.0,222920,1,222920.0,222920.0,222920,222920,0.0,PushPop,:fixpoint
synth_L200_r002000.in,2000,400000,3,cuda_gpu_kern_sum,100.0,59455,1,59455.0,59455.0,59455,59455,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L200_r004000.in,4000,800000,1,wall,100.0,639158150,1,,,,,,total
synth_L200_r004000.in,4000,800000,1,nvtx_pushpop_sum,100.0,252227,1,252227.0,252227.0,252227,252227,0.0,:fixpoint
synth_L200_r004000.in,4000,800000,1,nvtx_sum,100.0,252227,1,252227.0,252227.0,252227,252227,0.0,PushPop,:fixpoint
synth_L200_r004000.in,4000,800000,1,cuda_gpu_kern_sum,100.0,95359,1,95359.0,95359.0,95359,95359,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L200_r004000.in,4000,800000,2,wall,100.0,719276779,1,,,,,,total
synth_L200_r004000.in,4000,800000,2,nvtx_pushpop_sum,100.0,264016,1,264016.0,264016.0,264016,264016,0.0,:fixpoint
synth_L200_r004000.in,4000,800000,2,nvtx_sum,100.0,264016,1,264016.0,264016.0,264016,264016,0.0,PushPop,:fixpoint
synth_L200_r004000.in,4000,800000,2,cuda_gpu_kern_sum,100.0,95103,1,95103.0,95103.0,95103,95103,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L200_r004000.in,4000,800000,3,wall,100.0,726644756,1,,,,,,total
synth_L200_r004000.in,4000,800000,3,nvtx_pushpop_sum,100.0,268345,1,268345.0,268345.0,268345,268345,0.0,:fixpoint
synth_L200_r004000.in,4000,800000,3,nvtx_sum,100.0,268345,1,268345.0,268345.0,268345,268345,0.0,PushPop,:fixpoint
synth_L200_r004000.in,4000,800000,3,cuda_gpu_kern_sum,100.0,95167,1,95167.0,95167.0,95167,95167,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L200_r008000.in,8000,1600000,1,wall,100.0,868839282,1,,,,,,total
synth_L200_r008000.in,8000,1600000,1,nvtx_pushpop_sum,100.0,408654,1,408654.0,408654.0,408654,408654,0.0,:fixpoint
synth_L200_r008000.in,8000,1600000,1,nvtx_sum,100.0,408654,1,408654.0,408654.0,408654,408654,0.0,PushPop,:fixpoint
synth_L200_r008000.in,8000,1600000,1,cuda_gpu_kern_sum,100.0,168894,1,168894.0,168894.0,168894,168894,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L200_r008000.in,8000,1600000,2,wall,100.0,940212661,1,,,,,,total
synth_L200_r008000.in,8000,1600000,2,nvtx_pushpop_sum,100.0,408957,1,408957.0,408957.0,408957,408957,0.0,:fixpoint
synth_L200_r008000.in,8000,1600000,2,nvtx_sum,100.0,408957,1,408957.0,408957.0,408957,408957,0.0,PushPop,:fixpoint
synth_L200_r008000.in,8000,1600000,2,cuda_gpu_kern_sum,100.0,168607,1,168607.0,168607.0,168607,168607,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L200_r008000.in,8000,1600000,3,wall,100.0,937882564,1,,,,,,total
synth_L200_r008000.in,8000,1600000,3,nvtx_pushpop_sum,100.0,329357,1,329357.0,329357.0,329357,329357,0.0,:fixpoint
synth_L200_r008000.in,8000,1600000,3,nvtx_sum,100.0,329357,1,329357.0,329357.0,329357,329357,0.0,PushPop,:fixpoint
synth_L200_r008000.in,8000,1600000,3,cuda_gpu_kern_sum,100.0,169695,1,169695.0,169695.0,169695,169695,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
